Contact External ID,First Name,Last Name,Phone,Email,City,Age Band,Source,WhatsApp Opt-in,DND,Journey Stage,Tier,SKU,Subscription Status,Adviser Owner,Income Band,Corpus Band,Savings Band,Aspiration,Signed Up,Reveal Seen,Paid,Data Complete,Plan Built,Plan Read,Last Call,Next Review,Renewal Due,Last Activity,Onboarding %,KYC Status,AA Status,FP Status,IP Status,Actions Done,Actions Total,Consent Valid Till,Source Completeness,Sharpen Count,Last Manual Update,DIFM Prospect Flag,Adviser Continuity,Last Adviser,Profile Fulfilment %,Admin Link,Is Seed Topup
P00119,Ishita,Singh,9000024251,,Gurugram,30 to 34,corporate_session,true,false,S2,free,,,Adviser 04,50 lakhs to 1 crore,25 lakhs to 1 crore,"More than 40%, I live well below my means",Freedom,2026-04-11,2026-04-12,,,,,,,,2026-04-15,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00119,false
P00121,Sahil,Verma,9000043163,,Gurugram,30 to 34,corporate_session,true,false,S2,free,,,Adviser 04,50 lakhs to 1 crore,5 to 25 lakhs,"More than 40%, I live well below my means",Security,2026-04-16,2026-04-17,,,,,,,,2026-04-20,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00121,false
P00123,Rohit,Desai,9000085356,,Ahmedabad,35 to 39,community,true,false,S2,free,,,Adviser 05,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-04-10,2026-04-10,,,,,,,,2026-04-13,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00123,false
P00124,Hardik,Gokhale,9000081496,hardik.gokhale.389@example.com,Surat,40 to 44,corporate_session,true,false,S11,diwm,diwm,active,Adviser 05,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-04-09,2026-04-09,2026-04-16,2026-05-03,2026-05-03,2026-05-03,,2026-10-30,2026-10-13,2026-09-14,100,verified,connected,read,done,3,3,2026-10-13,yes,0,2026-05-03T08:56:33+05:30,,off,,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00124,false
P00126,Hardik,Vora,9000085311,,Mumbai,30 to 34,referral,true,false,S2,free,,,Adviser 04,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Family,2026-04-08,2026-04-09,,,,,,,,2026-04-12,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00126,false
P00128,Aparna,Raman,9000097392,,Hyderabad,40 to 44,organic,true,false,S1,free,,,Adviser 06,50 lakhs to 1 crore,1 to 5 crores,"Around 25%, meaningful amounts",,2026-04-08,,,,,,,,,2026-04-09,0,not_started,,not_started,,,,,,,,,off,,50,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00128,false
P00129,Aravind,Murthy,9000026224,,Bengaluru,25 to 29,corporate_session,false,false,S2,free,,,Adviser 05,Under 10 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Security,2026-04-08,2026-04-08,,,,,,,,2026-04-10,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00129,false
P00130,Aravind,Varma,9000075791,aravind.varma.478@example.com,Bengaluru,30 to 34,community,true,false,S2,free,,,Adviser 04,Under 10 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Generosity,2026-04-10,2026-04-10,,,,,,,,2026-07-01,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00130,false
P00134,Ishita,Saxena,9000076222,ishita.saxena.247@example.com,Delhi,35 to 39,community,true,false,S2,free,,,Adviser 03,50 lakhs to 1 crore,25 lakhs to 1 crore,"Around 40%, some serious money",Family,2026-04-15,2026-04-15,,,,,,,,2026-07-06,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00134,false
P00135,Anand,Krishnan,9000044539,,Bengaluru,25 to 29,corporate_session,false,false,S2,free,,,Adviser 02,10 to 25 lakhs,5 to 25 lakhs,"Around 10%, small consistent chunks",Freedom,2026-04-10,2026-04-10,,,,,,,,2026-04-11,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00135,false
P00136,Sakshi,Agarwal,9000073680,,Gurugram,35 to 39,community,true,false,S2,free,,,Adviser 04,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Generosity,2026-04-10,2026-04-10,,,,,,,,2026-04-14,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00136,false
P00138,Sagar,Patel,9000067981,sagar.patel.891@example.com,Surat,35 to 39,web_reveal,true,false,S2,free,,,Adviser 05,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Legacy,2026-04-11,2026-04-11,,,,,,,,2026-07-03,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00138,false
P00142,Tarun,Mehra,9000042641,tarun.mehra.243@example.com,Gurugram,30 to 34,referral,true,false,S2b,free,,,Adviser 05,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Generosity,2026-04-15,2026-04-15,,,,,,,,2026-07-06,20,verified (address typed),,not_started,,,,,,,,,off,,88,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00142,false
P00143,Kavitha,Iyengar,9000093804,,Hyderabad,35 to 39,referral,true,false,S2,free,,,Adviser 06,25 to 50 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Family,2026-04-15,2026-04-15,,,,,,,,2026-04-18,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00143,false
P00145,Shruti,Apte,9000025944,shruti.apte.170@example.com,Mumbai,35 to 39,community,true,true,S2,free,,,Adviser 04,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Freedom,2026-04-14,2026-04-14,,,,,,,,2026-07-05,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00145,false
P00146,Kavya,Kohli,9000055388,kavya.kohli.865@example.com,Delhi,40 to 44,community,true,false,S2,free,,,Adviser 02,50 lakhs to 1 crore,Over 5 crores,"Around 40%, some serious money",Family,2026-04-11,2026-04-12,,,,,,,,2026-07-03,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00146,false
P00150,Sandeep,Shetty,9000014568,sandeep.shetty.374@example.com,Coimbatore,30 to 34,community,false,false,S10,diy,diy,active,Adviser 06,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Security,2026-04-13,2026-04-14,2026-04-15,2026-04-27,2026-04-27,2026-04-27,,2026-10-24,2026-10-07,2026-09-16,100,verified,connected,read,done,4,4,2026-10-14,yes,0,2026-04-27T17:32:51+05:30,,off,,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00150,false
P00151,Aniket,Pandya,9000040150,,Ahmedabad,35 to 39,community,true,false,S1,free,,,Adviser 06,,,,,2026-04-12,,,,,,,,,2026-04-13,0,not_started,,not_started,,,,,,,,,off,,19,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00151,false
P00152,Arjun,Verma,9000009012,,Delhi,35 to 39,organic,true,false,S2,free,,,Adviser 03,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Family,2026-04-19,2026-04-19,,,,,,,,2026-04-22,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00152,false
P00153,Ramya,Iyengar,9000090102,,Bengaluru,35 to 39,organic,true,false,S2,free,,,Adviser 02,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Family,2026-04-12,2026-04-13,,,,,,,,2026-04-16,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00153,false
P00155,Sourav,Chatterjee,9000049653,sourav.chatterjee.779@example.com,Bhubaneswar,30 to 34,web_reveal,false,false,S2,free,,,Adviser 01,10 to 25 lakhs,25 lakhs to 1 crore,"Around 40%, some serious money",Family,2026-04-12,2026-04-12,,,,,,,,2026-07-04,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00155,false
P00161,Ganesh,Prasad,9000008535,,Chennai,35 to 39,organic,true,false,S2,free,,,Adviser 05,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",Legacy,2026-04-13,2026-04-13,,,,,,,,2026-04-16,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00161,false
P00162,Chinmay,Jadhav,9000063985,chinmay.jadhav.373@example.com,Pune,30 to 34,community,false,false,S10,diwm,diwm,active,Adviser 04,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",Security,2026-04-12,2026-04-13,2026-05-05,2026-05-17,2026-05-17,2026-05-17,2026-07-10,2026-11-13,2026-11-01,2026-09-20,100,verified,failed,read,done,7,7,,yes,0,2026-05-17T10:49:32+05:30,,off,Adviser 06,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00162,false
P00163,Sandeep,Pai,9000019991,sandeep.pai.870@example.com,Hyderabad,30 to 34,community,true,false,S2,free,,,Adviser 05,10 to 25 lakhs,25 lakhs to 1 crore,"Around 25%, meaningful amounts",Security,2026-04-12,2026-04-12,,,,,,,,2026-07-04,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00163,false
P00164,Mansi,Mehta,9000057471,,Surat,30 to 34,community,true,false,S2,free,,,Adviser 01,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",Freedom,2026-04-14,2026-04-15,,,,,,,,2026-04-18,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00164,false
P00165,Tejas,Dave,9000057802,,Pune,30 to 34,community,true,false,S1,free,,,Adviser 01,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",,2026-04-13,,,,,,,,,2026-04-14,0,not_started,,not_started,,,,,,,,,off,,50,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00165,false
P00168,Akshay,Srivastava,9000099774,akshay.srivastava.130@example.com,Delhi,40 to 44,web_reveal,false,false,S2,free,,,Adviser 05,Over 1 crore,1 to 5 crores,"Around 40%, some serious money",Legacy,2026-04-14,2026-04-14,,,,,,,,2026-07-05,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00168,false
P00169,Vaibhav,Shah,9000073780,vaibhav.shah.953@example.com,Pune,30 to 34,web_reveal,true,false,S2,free,,,Adviser 01,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-04-15,2026-04-15,,,,,,,,2026-07-06,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00169,false
P00170,Sudipta,Chakraborty,9000026878,,Pune,30 to 34,community,true,false,S1,free,,,Adviser 03,10 to 25 lakhs,25 lakhs to 1 crore,,,2026-04-14,,,,,,,,,2026-04-15,0,not_started,,not_started,,,,,,,,,off,,38,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00170,false
P00171,Rajiv,Reddy,9000035797,,Bengaluru,30 to 34,corporate_session,true,false,S2,free,,,Adviser 05,25 to 50 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Family,2026-04-15,2026-04-15,,,,,,,,2026-04-18,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00171,false
P00173,Divya,Agarwal,9000071658,,Gurugram,30 to 34,community,true,true,S1,free,,,Adviser 06,50 lakhs to 1 crore,1 to 5 crores,"More than 40%, I live well below my means",,2026-04-14,,,,,,,,,2026-04-14,0,not_started,,not_started,,,,,,,,,off,,50,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00173,false
P00174,Ishani,Ghosh,9000019090,,Mumbai,30 to 34,community,true,false,S2,free,,,Adviser 04,10 to 25 lakhs,1 to 5 crores,"Around 40%, some serious money",Family,2026-04-15,2026-04-15,,,,,,,,2026-04-18,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00174,false
P00175,Revathi,Balakrishnan,9000094777,,Coimbatore,30 to 34,community,true,false,S2,free,,,Adviser 01,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Family,2026-04-15,2026-04-17,,,,,,,,2026-04-20,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00175,false
P00176,Biswajit,Mohanty,9000041563,,Gurugram,35 to 39,corporate_session,true,false,S1,free,,,Adviser 03,Over 1 crore,,,,2026-04-16,,,,,,,,,2026-04-17,0,not_started,,not_started,,,,,,,,,off,,31,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00176,false
P00178,Sindhu,Kumar,9000031512,,Chennai,35 to 39,community,true,false,S2,free,,,Adviser 02,50 lakhs to 1 crore,5 to 25 lakhs,"More than 40%, I live well below my means",Generosity,2026-04-15,2026-04-16,,,,,,,,2026-04-19,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00178,false
P00180,Sayan,Ghosh,9000033455,sayan.ghosh.402@example.com,Kolkata,30 to 34,corporate_session,true,true,S13,diwm,diwm,lapsed,Adviser 01,10 to 25 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",Legacy,2026-04-16,2026-04-16,2026-04-23,2026-05-08,2026-05-08,,,2026-11-04,,2026-09-12,100,verified,partial,built,ready,0,4,2026-10-16,yes,0,2026-05-08T13:53:06+05:30,,off,,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00180,false
P00182,Ruchi,Mishra,9000047679,,Delhi,40 to 44,corporate_session,true,false,S1,free,,,Adviser 01,50 lakhs to 1 crore,1 to 5 crores,,,2026-04-17,,,,,,,,,2026-04-18,0,not_started,,not_started,,,,,,,,,off,,38,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00182,false
P00183,Nidhi,Pawar,9000016829,nidhi.pawar.153@example.com,Pune,45 and over,community,true,false,S2,free,,,Adviser 04,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",Family,2026-04-17,2026-04-17,,,,,,,,2026-07-08,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00183,false
P00186,Biswajit,Mitra,9000096609,,Mumbai,30 to 34,corporate_session,false,false,S2,free,,,Adviser 05,25 to 50 lakhs,25 lakhs to 1 crore,"Around 10%, small consistent chunks",Family,2026-04-16,2026-04-17,,,,,,,,2026-04-18,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00186,false
P00187,Gurpreet,Agarwal,9000050769,,Gurugram,30 to 34,corporate_session,true,false,S2,free,,,Adviser 06,25 to 50 lakhs,1 to 5 crores,"More than 40%, I live well below my means",Family,2026-04-16,2026-04-16,,,,,,,,2026-04-19,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00187,false
P00188,Aparna,Varma,9000043385,,Pune,25 to 29,community,true,false,S2,free,,,Adviser 02,10 to 25 lakhs,25 lakhs to 1 crore,"Around 40%, some serious money",Legacy,2026-04-14,2026-04-14,,,,,,,,2026-04-17,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00188,false
P00190,Aniket,Joshi,9000061165,aniket.joshi.171@example.com,Mumbai,30 to 34,community,true,false,S2,free,,,Adviser 04,25 to 50 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-04-15,2026-04-15,,,,,,,,2026-07-06,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00190,false
P00191,Vaibhav,Mehta,9000033793,,Surat,30 to 34,organic,true,false,S2,free,,,Adviser 05,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Freedom,2026-04-22,2026-04-22,,,,,,,,2026-04-25,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00191,false
P00192,Meenakshi,Nair,9000098649,meenakshi.nair.277@example.com,Bengaluru,25 to 29,web_reveal,false,false,S2,free,,,Adviser 06,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-04-15,2026-04-18,,,,,,,,2026-07-09,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00192,false
P00194,Nishant,Gokhale,9000060011,nishant.gokhale.376@example.com,Ahmedabad,35 to 39,web_reveal,true,false,S10,diwm,diwm,active,Adviser 02,10 to 25 lakhs,25 lakhs to 1 crore,"Around 40%, some serious money",Family,2026-04-15,2026-04-16,2026-04-16,2026-05-01,2026-05-01,2026-05-05,2026-05-09,2026-10-28,2026-10-13,2026-09-20,100,verified,not_connected,read,done,5,5,,yes,0,2026-05-01T16:39:38+05:30,,off,Adviser 03,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00194,false
P00197,Prasanna,Rao,9000029585,,Hyderabad,35 to 39,community,true,false,S1,free,,,Adviser 04,25 to 50 lakhs,,,,2026-04-20,,,,,,,,,2026-04-21,0,not_started,,not_started,,,,,,,,,off,,31,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00197,false
P00198,Aparna,Varma,9000053938,,Bengaluru,25 to 29,organic,false,false,S2,free,,,Adviser 02,10 to 25 lakhs,Under 5 lakhs,"Around 25%, meaningful amounts",Security,2026-04-18,2026-04-18,,,,,,,,2026-04-20,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00198,false
P00199,Priyanka,Mitra,9000070913,,Hyderabad,30 to 34,community,true,true,S2,free,,,Adviser 05,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Family,2026-04-25,2026-04-25,,,,,,,,2026-04-26,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00199,false
P00200,Sanjana,Mehra,9000073708,,Gurugram,30 to 34,community,true,false,S2,free,,,Adviser 05,Over 1 crore,1 to 5 crores,"More than 40%, I live well below my means",Family,2026-04-20,2026-04-20,,,,,,,,2026-04-23,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00200,false
P00201,Nandini,Srinivasan,9000080127,,Bengaluru,25 to 29,organic,true,true,S2,free,,,Adviser 03,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-04-20,2026-04-20,,,,,,,,2026-04-21,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00201,false
P00202,Meenakshi,Raman,9000028324,meenakshi.raman.395@example.com,Chennai,35 to 39,community,true,true,S12,diwm,diwm,failed,Adviser 06,25 to 50 lakhs,25 lakhs to 1 crore,"Around 40%, some serious money",Generosity,2026-04-17,2026-04-17,2026-04-24,2026-05-20,2026-05-20,2026-05-20,,2026-11-16,,2026-09-21,100,verified,connected,read,done,5,5,2026-10-12,yes,0,2026-05-15T07:41:49+05:30,,off,,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00202,false
P00203,Nithya,Rao,9000063689,nithya.rao.331@example.com,Chennai,30 to 34,community,false,false,S8,diwm,diwm,active,Adviser 05,10 to 25 lakhs,25 lakhs to 1 crore,"Around 40%, some serious money",Freedom,2026-04-17,2026-04-17,2026-05-06,2026-05-21,2026-05-21,2026-05-21,,2026-11-17,2026-10-03,2026-09-22,100,verified,cas_uploaded,read,ready,0,3,,yes,0,2026-05-21T09:03:54+05:30,,off,,98,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00203,false
